abap microsoft/aisdkforsapabap
csharp microsoft/html-reporter-for-axe-core-dotnet
csharp microsoft/idfix
csharp microsoft/ignite24-lab-446
csharp microsoft/implicitpackagereference
csharp microsoft/iris-copilot-innovations
csharp microsoft/json-document-transforms
csharp microsoft/jsontojsonmapper
csharp microsoft/kestrel-inline-sockets
csharp microsoft/kiota-cli-commons
csharp microsoft/kqltools
csharp microsoft/kuku
csharp microsoft/kusto-pre-forge
csharp microsoft/learn-microsoft-graph-connectors-dotnet
csharp microsoft/lignator
csharp microsoft/logic-app-std-advanced-tools
csharp microsoft/mail2bug
csharp microsoft/mastering-github-copilot-for-dotnet-csharp-developers
csharp microsoft/mcapstechconnect25-lab-214
csharp microsoft/mcapstechconnect25-lab-911
csharp microsoft/mfit
csharp microsoft/micronaire
csharp microsoft/microsoft.io.recyclablememorystream
csharp microsoft/microsoft.shared.dna.hash
csharp microsoft/microsoft.shared.dna.json
csharp microsoft/microsoft.shared.dna.text
csharp microsoft/microsoft-focus-center
csharp microsoft/microsoft-performance-tools-apple
csharp microsoft/microsoft-store-services
csharp microsoft/minioc
csharp microsoft/mixedreality.cloudlfs
csharp microsoft/mixedreality.dmx.agent
csharp microsoft/mixedreality.dmx.gatekeeper
csharp microsoft/mixedreality.dmx.portal
csharp microsoft/mixedreality.dmx.sdk
csharp microsoft/mixedreality.failureanalysis.core
csharp microsoft/mixedreality.instrumentation
csharp microsoft/mixed-reality-remoting-unity
csharp microsoft/mlnetexcel
csharp microsoft/mnemosyne
csharp microsoft/mona-saas
csharp microsoft/msbuildcache
csharp microsoft/msbuildforunity
csharp microsoft/msbuildlocator
csharp microsoft/msbuildsdks
csharp microsoft/msix-toolkit
csharp microsoft/msnews-sdk-csharp
csharp microsoft/mwt-ds-explore-csharp
csharp microsoft/near-duplicate-code-detector
csharp microsoft/nextflow-runner
csharp microsoft/nmarc
csharp microsoft/nonprofitvirtualassistant
csharp microsoft/nugetninja
csharp microsoft/nurseempowerment
csharp microsoft/nursehackapis
csharp microsoft/oat
csharp microsoft/object-basin
csharp microsoft/onnxruntime-csharp-cv-template
csharp microsoft/openapi.apimanifest
csharp microsoft/openscraping-lib-csharp
csharp microsoft/pace_whatbreaksifiremovethatuser
csharp microsoft/packageuploader
csharp microsoft/peeker
csharp microsoft/phoneticmatching
csharp microsoft/powerapps-azure-lab
csharp microsoft/powerapps-tools
csharp microsoft/powerbi-data-access-auditing
csharp microsoft/powercat-automation-kit
csharp microsoft/powercat-business-approvals-kit
csharp microsoft/power-cat-tools
csharp microsoft/powerplatform-dataversemodelbuilder
csharp microsoft/ppmcheckertool
csharp microsoft/primedns
csharp microsoft/product-recommendations
csharp microsoft/project-oagents
csharp microsoft/project-zap
csharp microsoft/prompt-engine-dotnet
csharp microsoft/prose-benchmarks
csharp microsoft/psrule.monitor
csharp microsoft/psrule.rules.github
csharp microsoft/pullrequestquantifier
csharp microsoft/pulse
csharp microsoft/pulse-prometheus
csharp microsoft/purview-adb-lineage-solution-accelerator
csharp microsoft/query-builder-for-digital-twins
csharp microsoft/quickinject
csharp microsoft/recurring-integrations-scheduler
csharp microsoft/recursiveextractor
csharp microsoft/remote-lab
csharp microsoft/rulesengine
csharp microsoft/rxkql
csharp microsoft/saf
csharp microsoft/sarifer
csharp microsoft/scalar
csharp microsoft/secmgmt-open-powershell
csharp microsoft/security-devops-common
csharp microsoft/security-utilities
csharp microsoft/semantic-kernel-starters
csharp microsoft/service-fabric-appdrtool
csharp microsoft/service-fabric-aspnetcore
csharp microsoft/service-fabric-backup-explorer
csharp microsoft/service-fabric-poa
csharp microsoft/service-fabric-reverse-proxy
csharp microsoft/shortstack
csharp microsoft/simplel7proxy
csharp microsoft/skillbottemplate
csharp microsoft/slngen
csharp microsoft/slow-cheetah
csharp microsoft/smartkg
csharp microsoft/spid-and-digital-identity-enabler
csharp microsoft/sp-server-workflow-scanner
csharp microsoft/sqlite-tracer
csharp microsoft/sqlskim
csharp microsoft/sqltoolsdiag
csharp microsoft/ssms-visualstudio-addin
csharp microsoft/stretchbuildstrong
csharp microsoft/strides
csharp microsoft/studentambassadors
csharp microsoft/surfaceapimanagementservice
csharp microsoft/symproxycloud
csharp microsoft/synckusto
csharp microsoft/syslogdecode
csharp microsoft/tdslib
csharp microsoft/teamsmeetingswebscheduler
csharp microsoft/techexcel-accelerate-developer-productivity-with-github-copilot-and-dev-box
csharp microsoft/telemetrylogsgeneratorandbenchmark
csharp microsoft/templates-for-power-platform
csharp microsoft/theme-converter-for-vs
csharp microsoft/thoth
csharp microsoft/tim-data-investigate-platform
csharp microsoft/timeoutmanager
csharp microsoft/tinyblazoradmin
csharp microsoft/tm-file-parser
csharp microsoft/tokenizer
csharp microsoft/tpmrcdecoder
csharp microsoft/tradable-digital-assets-solution-accelerator
csharp microsoft/trendcalculator
csharp microsoft/tsvd
csharp microsoft/turnstile
csharp microsoft/typechat.net
csharp microsoft/unitytelemetryvisualizer
csharp microsoft/un-knowledge-extraction
csharp microsoft/unlocking-innovation-with-nvidia-and-microsoft
csharp microsoft/user-centric-notification-framework
csharp microsoft/v8managedwrapper
csharp microsoft/visualprofiler-unity
csharp microsoft/visualxpress
csharp microsoft/vivainsights_ingressupload
csharp microsoft/vscode-mono-debug
csharp microsoft/vsconfigfinder
csharp microsoft/vsdebugadapterhost
csharp microsoft/vsextensibility
csharp microsoft/vslice
csharp microsoft/vs-macros
csharp microsoft/vs-ppt
csharp microsoft/vs-pty.net
csharp microsoft/vssdk-analyzers
csharp microsoft/vssdk-extensibility-templates
csharp microsoft/vssetup.powershell
csharp microsoft/vsts-wikitools
csharp microsoft/vsts-work-item-migrator
csharp microsoft/vs-validation
csharp microsoft/windows-appconsult-tools-desktopbridgehelpers
csharp microsoft/windows-appconsult-xamlislandslab
csharp microsoft/windows-time-calibration-tools
csharp microsoft/winforms-designer-extensibility
csharp microsoft/winlog
csharp microsoft/woodgrove-groceries-clean-up
csharp microsoft/woodgrove-groceries-graph-middleware
csharp microsoft/xamlbehaviors
csharp microsoft/xbox-live-developer-tools
csharp microsoft/xbox-live-trace-analyzer
csharp microsoft/yams
csharp microsoft/zerotrustassessment
csharp microsoft/zipline
csharp octopusdeploy/commandline
csharp octopusdeploy/consolidatecalamaripackagestask
csharp octopusdeploy/data
csharp octopusdeploy/helm-charts
csharp octopusdeploy/javapropertiesparser
csharp octopusdeploy/jsondiffpatch.net
csharp octopusdeploy/ncrontab-advanced
csharp octopusdeploy/ocl
csharp octopusdeploy/octodiff
csharp octopusdeploy/octokit.net.extensions
csharp octopusdeploy/octostache
csharp octopusdeploy/octoversion
csharp octopusdeploy/openfeature-dotnet-sdk-contribgo protocolbuffers/txtpbfmt
csharp octopusdeploy/roslynanalyzers
csharp octopusdeploy/shellfish
csharp octopusdeploy/teamcity.servicemessages
csharp octopusdeploy/teamcitybuildstatsscraper
csharp octopusdeploy/teamcitysharp
csharp octopusdeploy/tentacleping
csharp octopusdeploy/versioning
csharp octopusdeploy/vulnerablelightapp
csharp valvesoftware/the_lab_renderer
cuda microsoft/convstencil
cuda microsoft/hnms
cuda microsoft/swin3d
cuda microsoft/tilefusion
cython microsoft/dlltracer-python
d google/re2d
dart google/android-auto-companion-app
dart google/ansicolor-dart
dart google/arrow-logo
dart google/auto-disposable
dart google/built_collection.dart
dart google/cassowary.dart
dart google/crclib.dart
dart google/dart_cli_pkg
dart google/dart_cli_script
dart google/dart-basics
dart google/dart-neats
dart google/dart-sync-webdriver
dart google/flutter.plugins
dart google/flutter.widgets
dart google/flutter_minimal_store
dart google/flutter-mediapipe
dart google/flutter-stream-extensions
dart google/grinder.dart
dart google/hierarchical-state-machine.dart
dart google/mono_repo.dart
dart google/observable
dart google/process_runner
dart google/quiver-dart
dart google/source_helper.dart
dart google/sync_http.dart
dart google/tuple.dart
dart google/ui-exp-dg
dart google/uri.dart
dart google/webdriver.dart
dart google/webkit_inspection_protocol.dart
dart grafana/faro-flutter-sdk
dart jitsi/jitsi-meet-flutter-sdk
dart microsoft/flutter-dualscreen
dart microsoft/kiota-dart
dockerfile aws/aws-eb-glassfish-dockerfiles
dockerfile aws/jsii-superchain
dockerfile azure/acr-task-commands
dockerfile azure/azure-cli-docker
dockerfile azure/azure-functions-docker
dockerfile azure/logicapps-docker
dockerfile azure/spring-boot-container-quickstart
dockerfile azure/static-web-apps-deploy
dockerfile azure/tomcat-container-quickstart
dockerfile azure/vscode-remote-try-bicep
dockerfile azure/wildfly-container-quickstart
dockerfile dotnet/dotnet-buildtools-prereqs-docker
dockerfile dotnet/machinelearning-modelbuilder
dockerfile google/platforms-bios-buildenv
dockerfile grafana/alloy-remote-config
dockerfile grafana/chromium-swiftshader-alpine
dockerfile grafana/docker-puppeteer
dockerfile grafana/fleet-management-api
dockerfile grafana/home-assistant-addons
dockerfile kiwicom/dockerfiles
dockerfile microsoft/aitour-leveraging-ai-for-infrastructure-management
dockerfile microsoft/azure-orbital-space-sdk-coresvc-registry
dockerfile microsoft/azure-orbital-space-sdk-coresvc-switchboard
dockerfile microsoft/code-with-engineering-playbook
dockerfile microsoft/dotnet-framework-docker
dockerfile microsoft/iis-docker
dockerfile microsoft/mssql-docker
dockerfile microsoft/mu_devops
dockerfile microsoft/sarif-actions
dockerfile microsoft/smartdump
dockerfile microsoft/vscode-remote-release
dockerfile microsoft/vssnapshotdebugger-docker
dockerfile microsoft/windows-pause-image-base
dockerfile nginx/alpine-fips
dockerfile nginx/nginx-quic-qns
dockerfile octopusdeploy/kubernetes-agent-tools-base
dockerfile octopusdeploy/nfs-ganesha
dockerfile octopusdeploy/workertools
dockerfile rails/docked
dockerfile ruby/ruby-ci-image
dockerfile tchapgouv/tchap-web-v4-docker
ejs mapbox/mbview
emacs lisp bazelbuild/emacs-bazel-mode
emacs lisp google/vc-defer
emacs lisp ruby/elisp
emacs lisp ruby/elisp-rdoc-mode
emacs lisp ruby/elisp-ruby-electric
emacs lisp shopify/shadowenv.el
f# azure/aad.fs
f# azure/azure-table-archiver
f# azure/datatypechannels.asb
f# microsoft/angara
f# microsoft/angara.chart
f# microsoft/angara.serialization
f# microsoft/angara.statistics
f# microsoft/angara.table
f# microsoft/diffyconfiganalyzer
f# microsoft/mcbv
f# microsoft/metered-billing-accelerator
gnuplot microsoft/lollipops
go amzn/amigitenough
go amzn/golang-gitoperations
go aws/amazon-cloudwatch-logs-for-fluent-bit
go aws/amazon-ec2-instance-selector
go aws/amazon-ec2-metadata-mock
go aws/amazon-ec2-spot-interrupter
go aws/amazon-ecs-cni-plugins
go aws/amazon-ecs-service-connect-agent
go aws/amazon-eks-connector
go aws/amazon-eks-pod-identity-webhook
go aws/amazon-gamelift-toolkit
go aws/amazon-kinesis-firehose-for-fluent-bit
go aws/amazon-kinesis-streams-for-fluent-bit
go aws/amazon-network-policy-controller-k8s
go aws/amazon-s3-encryption-client-go
go aws/amazon-vpc-cni-plugins
go aws/aws-cdk-go
go aws/aws-cloud-map-mcs-controller-for-k8s
go aws/aws-ebpf-sdk-go
go aws/aws-msk-iam-sasl-signer-go
go aws/aws-network-policy-agent
go aws/aws-nitro-enclaves-k8s-device-plugin
go aws/aws-node-termination-handler
go aws/aws-sagemaker-edge-quick-device-setup
go aws/aws-secretsmanager-caching-go
go aws/aws-signer-notation-plugin
go aws/aws-sigv4-auth-cassandra-gocql-driver-plugin
go aws/aws-xray-daemon
go aws/aws-xray-sdk-go
go aws/codecatalyst-runner-cli
go aws/constructs-go
go aws/ec2-macos-init
go aws/ec2-macos-system-monitor
go aws/ec2-macos-utils
go aws/eks-anywhere-packages
go aws/eks-anywhere-prow-jobs
go aws/eks-distro-prow-jobs
go aws/eks-pod-identity-agent
go aws/etcdadm-bootstrap-provider
go aws/etcdadm-controller
go aws/go-kafka-event-source
go aws/lightsailctl
go aws/public-suffix-list
go aws/rolesanywhere-credential-helper
go aws/secrets-store-csi-driver-provider-aws
go aws/session-manager-plugin
go aws/shim-loggers-for-containerd
go aws/zone-aware-controllers-for-k8s
go azure/aad-auth-proxy
go azure/acr-builder
go azure/acr-cli
go azure/acr-docker-credential-helper
go azure/aks-async
go azure/aks-canipull
go azure/aks-middleware
go azure/aks-node-viewer
go azure/aks-periscope
go azure/aks-secure-tls-bootstrap
go azure/aks-spin-plugin
go azure/aks-traffic-manager
go azure/alzlib
go azure/appconfiguration-kubernetesprovider
go azure/applicationhealth-extension-linux
go azure/arn-sdk
go azure/aztfexport
go azure/aztfmigrate
go azure/azure-amqp-common-go
go azure/azure-automation-go-worker
go azure/azure-cosi-driver
go azure/azuredefender-k8s-inclusterdefense
go azure/azure-event-hubs-go
go azure/azure-extension-foundation
go azure/azure-extension-platform
go azure/azure-extensions-cli
go azure/azure-firewall-egress-controller
go azure/azure-ipoib-ipam-cni
go azure/azure-migrate-discovery-extension-events
go azure/azure-pipeline-go
go azure/azure-sdk-actions
go azure/azure-sdk-for-go-extensions
go azure/azure-storage-file-go
go azure/azure-storage-queue-go
go azure/azure-workload-identity
go azure/blobporter
go azure/carbon-aware-keda-operator
go azure/checkaccess-v2-go-sdk
go azure/custom-script-extension-linux
go azure/databricks-sdk-golang
go azure/discover-java-apps
go azure/eviction-autoscaler
go azure/go-ansiterm
go azure/go-armbalancer
go azure/go-asyncjob
go azure/go-asynctask
go azure/gocover
go azure/golden
go azure/go-ntlmssp
go azure/go-shuttle
go azure/go-tls-lint
go azure/go-workflow
go azure/gpu-provisioner
go azure/grept
go azure/grpc-go-redact
go azure/guest-configuration-extension
go azure/helmlint
go azure/httpx
go azure/hyperkv
go azure/image-rootfs-scanner
go azure/innovationengine
go azure/ip-masq-agent-v2
go azure/jaeger-kusto
go azure/k6ctl
go azure/k8s-work-api
go azure/kdebug
go azure/kperf
go azure/kubectl-aks
go azure/kubelogin
go azure/kubernetes-carbon-intensity-exporter
go azure/kubernetes-kms
go azure/kusto-ingest
go azure/mapotf
go azure/moby-packaging
go azure/mpf
go azure/msi-acrpull
go azure/msi-dataplane
go azure/mygreeterv3
go azure/obom
go azure/operationcontainer
go azure/orkestra
go azure/peerd
go azure/placement-policy-scheduler-plugins
go azure/rate-limiter
go azure/redact
go azure/retry
go azure/rg-cleanup
go azure/run-command-extension-linux
go azure/run-command-handler-linux
go azure/secrets-store-csi-driver-provider-azure
go azure/shieldguard
go azure/skewer
go azure/tattler
go azure/terraform-azurerm-lz-vending
go azure/terraform-provider-alz
go azure/terraform-provider-modtm
go azure/terraform-verified-module
go azure/tflint-helper
go azure/tflint-ruleset-avm
go azure/tflint-ruleset-azurerm-ext
go azure/tflint-ruleset-basic-ext
go azure/tfplandoc
go azure/webhook-tls-manager
go bazelbuild/bazelisk
go bazelbuild/bazel-toolchains
go bazelbuild/bazel-watcher
go bazelbuild/remote-apis
go circlefin/noble-fiattokenfactory
go digitalocean/do-agent
go digitalocean/droplet-agent
go digitalocean/go-nbd
go dynatrace/anomaly-simulation-service
go dynatrace/dynatrace-bootstrapper
go dynatrace/dynatrace-configuration-as-code-core
go dynatrace/dynatrace-otel-collector
go dynatrace/libbuildpack-dynatrace
go dynatrace/oneagent-sdk-for-go
go dynatrace/xk6-output-dynatrace
go dynatrace-innovationlab/peribolosjavascript endojs/jessie
go facebookincubator/dhcplb
go facebookincubator/go2chef
go facebookincubator/go-qfext
go facebookincubator/sks
go facebookincubator/tacquito
go facebookincubator/ttpforge
go golang/freetype
go golang/groupcache
go golang/oauth2
go golang/termc google/ios-webkit-debug-proxy
go google/acjs
go google/addlicense
go google/alertmanager-irc-relay
go google/aoss-verifier
go google/apt-golang-s3
go google/aukera
go google/badwolf-drivers
go google/broken-dns
go google/btree
go google/buzzer
go google/cabbie
go google/calblink
go google/capslock
go google/cc-device-plugin
go google/cel-policy-templates-go
go google/certtostore
go google/chrome-ssh-agent
go google/chrometracing
go google/chromium-policy-vulnfeed
go google/cloud-android-orchestration
go google/code-review-bot
go google/codesearch
go google/container-explorer
go google/crfs
go google/csv2pprof
go google/ctrdac
go google/deck
go google/deku
go google/der-ascii
go google/dnsmasq_exporter
go google/dotprompt
go google/dranet
go google/dtracestackstopprof
go google/emu-control
go google/ent
go google/font-go
go google/fresnel
go google/fscrypt
go google/fswalker
go google/gcp-scc-iac-validation-utils
go google/generative-ai-go
go google/git-appraise
go google/github-webhook-pubsub-bridge
go google/gke-policy-automation
go google/gnostic-grpc
go google/goblet
go google/go-configfs-tsm
go google/go-dap
go google/go-flow-levee
go google/go-intervals
go google/golden-path-for-app-delivery
go google/go-licenses
go google/gomemcache
go google/gonids
go google/googet
go google/go-p11-kit
go google/go-pipeline
go google/gops
go google/go-querystring
go google/go-react
go google/go-replayers
go google/go-streaming-globber
go google/go-tika
go google/go-trace
go google/go-tspi
go google/hashr
go google/instrumentstopprof
go google/inverting-proxy
go google/jsonapi
go google/k8s-digester
go google/keep-sorted
go google/kube-startup-cpu-boost
go google/licensecheck
go google/licenseclassifier
go google/localtoast
go google/logger
go google/mawfs
go google/note-maps
go google/oauth2l
go google/ondc-opencommerce
go google/open-sztp
go google/page-alloc-bench
go google/pcie_lmt
go google/privacy-sandbox-aggregation-service
go google/pseudo-identity-provider
go google/pullsheet
go google/recursive-version-control-system
go google/renameio
go google/rpmpack
